,GENRE_Action,GENRE_Animation,GENRE_Comedy,GENRE_Crime,GENRE_Drama,GENRE_Others
340,1,0,0,1,1,0
341,0,0,1,0,0,0
342,0,0,1,0,1,0
344,0,0,0,0,1,0
345,0,0,0,0,0,1
346,1,0,0,1,1,0
347,0,0,0,0,1,0
348,0,1,1,0,1,0
349,0,0,0,1,1,0
350,1,0,0,0,1,0
351,0,1,1,0,0,0
352,0,0,0,0,1,0
353,1,0,1,0,0,0
354,0,0,1,0,1,0
355,1,0,1,1,0,0
356,0,1,1,0,0,0
357,0,0,0,0,1,0
358,1,0,0,0,1,0
359,0,0,1,0,1,0
360,1,0,0,0,1,0
361,0,0,0,0,1,0
362,0,0,0,0,1,0
363,1,0,1,0,0,0
364,0,0,0,0,1,0
365,1,0,1,1,0,0
366,0,0,0,1,1,0
367,0,0,1,0,1,0
368,0,0,0,0,1,0
369,0,0,0,0,1,0
370,0,0,0,1,1,0
371,0,0,0,0,0,1
372,0,0,1,1,1,0
373,0,0,0,0,1,0
374,0,0,0,0,1,0
375,0,0,1,0,1,0
376,0,0,0,0,1,0
377,0,0,0,0,1,0
378,0,0,0,0,0,1
379,1,0,0,0,0,0
380,0,0,1,0,1,0
381,1,0,0,1,0,0
383,0,0,1,0,1,0
384,0,0,0,1,1,0
385,0,0,1,0,0,0
386,0,0,1,1,0,0
387,0,0,1,1,0,0
388,0,0,1,0,1,0
389,0,0,0,0,1,0
390,1,0,0,0,0,0
391,0,0,1,0,0,0
392,1,0,0,1,1,0
393,0,0,1,0,1,0
394,0,0,1,0,0,0
395,1,0,0,0,0,0
396,0,0,0,1,1,0
397,0,0,0,1,1,0
398,0,0,0,0,1,0
399,0,0,1,0,1,0
400,0,0,1,0,1,0
401,0,0,0,0,0,1
402,0,0,0,1,0,0
403,0,0,0,0,1,0
404,0,0,0,0,1,0
405,0,1,0,0,0,0
406,0,0,0,1,1,0
407,0,0,0,1,0,0
408,0,0,0,0,0,1
409,0,0,1,0,1,0
410,1,0,0,0,0,0
411,0,0,1,0,1,0
412,0,0,0,0,1,0
414,0,0,1,1,1,0
415,0,0,1,0,0,0
416,1,0,0,1,0,0
418,1,0,0,0,0,0
419,0,0,0,0,0,1
420,0,0,0,1,1,0
421,0,1,1,0,0,0
422,0,0,1,0,0,0
423,0,0,1,0,0,0
424,0,0,1,0,1,0
425,0,0,1,0,0,0
426,1,0,0,1,1,0
427,0,0,1,0,1,0
428,0,0,0,0,1,0
429,1,0,0,0,0,0
430,0,0,1,0,0,0
431,1,1,0,0,0,0
432,1,0,0,0,1,0
434,0,0,0,1,1,0
435,0,0,0,0,1,0
436,0,0,1,0,0,0
437,0,0,0,0,1,0
438,0,0,1,0,1,0
439,0,0,0,1,1,0
440,0,0,0,0,1,0
441,0,0,1,0,0,0
442,0,0,0,1,1,0
443,0,0,0,0,1,0
444,0,1,1,0,0,0
445,1,0,0,0,0,0
446,0,0,1,0,1,0
447,1,1,0,0,0,0
449,0,0,0,1,1,0
450,0,0,1,0,1,0
451,0,0,0,0,0,1
452,0,0,0,0,1,0
453,1,0,0,0,1,0
454,0,0,0,0,1,0
455,0,0,1,0,0,0
456,0,1,0,0,1,0
458,1,1,1,0,0,0
459,0,0,1,0,0,0
460,1,0,1,0,0,0
461,0,0,0,0,1,0
462,1,0,0,0,0,0
463,0,0,0,0,1,0
464,0,0,0,0,0,1
465,1,1,0,0,0,0
466,1,0,0,0,0,0
467,0,0,0,0,1,0
468,1,0,0,0,1,0
469,0,0,0,0,1,0
470,1,0,0,1,0,0
471,1,0,0,0,0,0
472,1,1,0,0,1,0
473,1,0,0,0,0,0
474,0,0,0,0,0,1
475,0,0,0,1,1,0
476,1,0,1,0,0,0
477,0,0,0,0,1,0
478,0,0,1,0,0,0
479,0,0,0,0,0,1
480,1,0,0,1,1,0
481,0,0,0,0,1,0
482,0,1,1,0,1,0
483,1,0,1,1,0,0
484,1,1,0,0,0,0
485,0,0,0,0,1,0
486,1,0,0,0,1,0
487,0,0,0,1,1,0
488,1,0,1,0,0,0
489,0,0,0,0,1,0
490,0,0,0,0,1,0
491,1,1,0,0,0,0
492,0,0,1,0,0,0
493,1,0,0,0,1,0
494,0,0,1,0,1,0
495,0,0,0,0,1,0
497,1,0,0,1,0,0
498,0,0,1,0,0,0
499,0,0,0,0,1,0
500,0,0,1,1,0,0
503,0,0,0,0,1,0
504,0,0,1,1,1,0
505,0,0,0,0,1,0
507,1,0,0,0,0,0
508,0,1,1,0,0,0
509,0,0,0,1,1,0
510,0,0,0,0,1,0
511,1,0,0,0,1,0
512,0,0,0,1,1,0
513,0,0,0,0,1,0
514,0,0,0,0,0,1
515,1,0,0,1,1,0
516,1,0,1,0,1,0
517,1,0,1,0,0,0
518,0,0,0,1,1,0
519,1,0,0,0,0,0
520,0,0,0,0,0,1
521,0,0,0,1,1,0
522,0,0,1,0,1,0
523,0,0,0,0,1,0
524,1,1,0,0,1,0
525,0,0,1,0,0,0
526,0,0,0,0,1,0
527,1,0,0,1,0,0
528,0,0,0,0,1,0
529,0,0,0,0,1,0
530,1,0,1,0,0,0
531,0,0,0,0,1,0
532,1,1,0,0,0,0
533,0,0,0,0,1,0
534,1,0,0,0,0,0
535,0,0,1,0,0,0
536,0,0,1,0,0,0
538,1,0,0,0,0,0
539,0,1,1,0,0,0
540,1,0,0,1,0,0
541,0,0,0,0,1,0
542,0,0,0,0,0,1
543,0,0,0,0,1,0
544,0,0,1,0,0,0
545,0,0,0,0,1,0
546,0,0,1,0,1,0
547,1,0,1,0,0,0
548,1,1,1,0,0,0
549,1,0,0,0,1,0
550,0,0,0,0,1,0
551,1,0,0,0,0,0
553,0,0,1,0,1,0
554,0,0,1,0,1,0
555,0,0,0,0,0,1
556,0,0,0,0,0,1
557,0,0,0,0,1,0
558,0,1,1,0,0,0
559,1,0,0,1,1,0
560,1,1,0,0,0,0
562,1,0,0,0,0,0
563,0,0,0,1,0,0
564,1,1,0,0,0,0
565,1,0,0,0,0,0
566,0,0,0,0,1,0
567,0,0,0,1,1,0
568,1,0,1,0,0,0
569,1,0,1,1,0,0
570,0,0,0,0,1,0
571,0,0,1,0,0,0
572,0,0,0,0,1,0
574,0,0,0,0,1,0
575,0,1,1,0,1,0
576,0,1,0,0,0,0
577,0,1,1,0,0,0
578,0,1,1,0,0,0
579,0,0,0,0,0,1
580,0,0,1,0,0,0
581,0,0,0,1,0,0
582,0,0,0,1,1,0
583,0,0,0,0,1,0
584,0,0,1,0,1,0
585,0,0,0,0,1,0
587,1,0,0,0,0,0
588,0,0,1,0,0,0
589,1,0,0,0,0,0
590,1,0,0,0,0,0
591,0,0,0,1,1,0
592,1,0,0,0,1,0
593,1,1,0,0,0,0
594,0,0,0,0,1,0
595,0,0,0,0,1,0
597,0,0,0,0,1,0
599,1,1,0,0,0,0
600,0,0,0,0,1,0
602,0,0,1,0,0,0
603,0,0,0,0,1,0
604,0,0,0,0,1,0
605,1,0,0,0,0,0
607,1,1,0,0,0,0
608,0,0,0,0,1,0
609,0,0,0,0,0,1
610,1,0,1,0,0,0
611,0,0,0,1,1,0
612,0,0,1,0,0,0
613,0,0,0,0,1,0
614,0,0,0,0,1,0
615,1,0,0,0,0,0
616,0,1,1,0,0,0
617,0,0,0,0,1,0
618,0,0,1,0,1,0
619,1,0,0,0,1,0
620,1,1,1,0,0,0
621,0,0,0,0,1,0
622,1,1,0,0,0,0
623,1,0,1,0,0,0
624,0,0,0,1,1,0
625,0,0,1,0,0,0
626,1,0,0,0,1,0
627,0,1,0,0,1,0
628,0,1,1,0,0,0
629,0,0,1,0,0,0
630,0,0,0,1,1,0
631,0,0,1,0,1,0
633,0,0,0,0,0,1
635,0,0,0,0,1,0
636,0,0,0,0,1,0
637,0,0,0,0,1,0
638,0,0,0,0,1,0
639,0,1,0,0,0,0
640,1,0,0,0,0,0
641,0,0,0,1,1,0
642,1,0,0,1,0,0
643,0,1,1,0,1,0
644,0,0,0,0,1,0
645,0,0,1,0,0,0
646,0,0,0,1,1,0
648,0,0,0,1,1,0
649,0,0,0,0,1,0
650,0,0,0,0,1,0
651,0,0,1,0,0,0
652,0,0,0,1,1,0
653,0,0,0,0,1,0
654,1,0,1,0,0,0
655,0,0,0,0,1,0
656,1,0,1,1,0,0
657,1,0,0,1,1,0
658,0,0,0,0,1,0
659,1,0,0,0,0,0
660,0,0,0,1,1,0
661,0,0,0,0,1,0
663,1,0,0,0,0,0
664,0,1,1,0,0,0
665,1,0,0,1,1,0
666,0,0,0,0,0,1
667,1,0,0,1,0,0
668,0,0,1,0,0,0
669,1,1,0,0,0,0
670,1,0,0,0,1,0
671,1,0,0,0,1,0
672,0,0,1,0,1,0
673,0,0,0,1,1,0
674,0,0,0,0,1,0
675,0,0,0,0,1,0
676,0,0,0,0,1,0
677,0,0,0,0,1,0
679,0,0,1,0,1,0
680,1,0,0,0,1,0
681,0,0,1,0,1,0
682,0,0,0,0,1,0
683,1,1,0,0,0,0
684,0,1,1,0,0,0
685,0,0,0,0,1,0
686,0,0,0,1,1,0
687,0,0,0,0,1,0
688,0,0,1,0,1,0
689,0,0,0,0,1,0
690,0,0,1,0,1,0
691,0,0,0,0,1,0
692,0,0,1,0,0,0
693,0,0,0,0,1,0
694,0,0,0,1,1,0
695,1,0,0,0,0,0
696,0,0,0,1,1,0
697,0,0,0,0,1,0
698,0,0,0,0,1,0
699,0,0,1,0,0,0
700,1,0,0,1,1,0
701,1,0,1,1,0,0
702,0,0,0,0,0,1
703,0,0,1,0,1,0
704,0,0,0,0,1,0
705,0,0,1,0,1,0
706,0,0,1,0,0,0
707,0,0,0,0,1,0
708,0,0,0,0,0,1
710,0,0,1,1,1,0
711,0,0,0,1,1,0
712,1,0,0,0,1,0
713,1,0,0,0,0,0
714,0,0,0,1,1,0
715,1,0,0,1,1,0
716,0,1,0,0,1,0
717,0,0,0,1,1,0
718,0,0,1,0,0,0
719,0,0,1,0,1,0
720,0,0,1,0,0,0
721,1,1,0,0,0,0
722,0,0,0,0,0,1
723,0,0,0,0,1,0
724,0,0,1,0,0,0
725,0,0,0,0,1,0
726,0,0,0,0,0,1
727,0,0,1,0,0,0
728,0,1,0,0,1,0
729,0,0,1,0,1,0
730,0,0,0,0,1,0
731,1,0,1,0,0,0
732,0,0,0,0,1,0
734,1,0,1,0,0,0
735,1,0,0,0,1,0
736,0,0,1,0,0,0
737,0,0,0,0,1,0
738,0,0,0,0,0,1
739,0,0,0,0,1,0
740,0,0,0,1,1,0
741,1,0,1,0,0,0
742,0,0,0,0,1,0
743,0,0,0,0,1,0
744,1,0,0,1,1,0
745,1,0,0,1,1,0
746,0,1,1,0,0,0
747,1,0,0,0,1,0
748,1,0,0,0,0,0
749,0,0,0,0,0,1
750,0,0,0,0,0,1
751,0,0,0,0,1,0
752,0,1,0,0,1,0
753,1,0,1,1,0,0
754,0,1,1,0,0,0
755,0,0,1,0,1,0
757,0,0,0,0,0,1
758,1,0,0,1,1,0
759,0,0,0,0,0,1
760,1,0,0,1,0,0
761,0,0,1,0,0,0
762,0,0,0,0,1,0
763,1,0,0,1,0,0
764,0,0,0,0,1,0
765,1,0,0,1,1,0
766,0,0,0,0,1,0
767,1,0,0,0,1,0
768,1,0,0,1,0,0
769,0,0,0,1,1,0
770,1,0,0,1,1,0
771,0,0,1,0,1,0
772,0,1,1,0,0,0
773,1,0,0,0,0,0
774,1,0,0,0,0,0
775,0,0,1,0,0,0
776,1,0,0,0,1,0
777,0,0,0,1,1,0
778,0,0,1,0,0,0
779,1,0,0,0,0,0
781,0,0,0,0,1,0
782,0,1,1,0,0,0
783,1,0,0,0,1,0
784,1,0,0,0,0,0
785,0,1,1,0,1,0
786,0,0,0,0,1,0
787,0,0,0,1,1,0
788,0,0,0,0,0,1
789,0,0,1,0,1,0
790,0,0,0,0,1,0
791,0,0,0,0,1,0
792,0,0,0,0,1,0
793,0,0,0,0,1,0
794,1,0,0,1,1,0
796,0,0,1,0,0,0
797,0,0,1,0,1,0
798,0,0,0,0,1,0
799,0,1,1,0,0,0
800,0,1,1,0,0,0
801,1,0,0,1,0,0
804,0,1,1,0,0,0
805,0,0,0,0,1,0
806,0,0,0,0,1,0
807,0,0,1,0,1,0
808,0,0,0,0,0,1
810,1,0,0,1,1,0
811,0,0,1,0,0,0
812,0,0,1,0,1,0
813,0,0,0,0,1,0
814,1,0,1,0,1,0
815,0,0,0,1,1,0
816,0,0,0,0,1,0
817,1,0,1,1,0,0
818,1,0,1,0,0,0
819,1,1,0,0,0,0
820,0,0,0,0,0,1
822,1,1,0,0,0,0
823,0,0,0,0,1,0
824,1,0,0,1,1,0
825,0,0,1,0,1,0
826,0,0,1,0,0,0
827,0,0,0,1,1,0
829,0,0,0,0,0,1
830,0,0,0,1,1,0
831,0,0,1,0,0,0
832,0,1,1,0,0,0
833,0,1,0,0,1,0
835,0,0,0,0,0,1
836,0,0,0,0,1,0
837,0,1,1,0,0,0
838,0,0,0,0,1,0
839,0,0,1,0,1,0
840,0,0,0,0,1,0
841,0,0,1,0,1,0
842,1,0,1,0,0,0
843,0,0,0,0,1,0
844,0,0,0,1,0,0
845,0,1,1,0,0,0
846,0,0,1,0,0,0
848,1,1,0,0,1,0
849,1,1,0,0,0,0
850,0,0,0,0,0,1
851,0,0,0,0,1,0
852,0,0,0,0,0,1
853,1,0,0,0,0,0
854,0,0,0,0,1,0
855,1,1,0,0,0,0
856,0,0,1,0,0,0
857,0,0,1,0,1,0
858,0,1,1,0,0,0
859,1,1,0,0,0,0
860,0,0,0,1,1,0
861,0,0,0,1,1,0
862,1,0,1,0,0,0
863,0,0,0,0,1,0
864,1,0,0,0,0,0
865,1,0,0,1,1,0
866,1,0,0,0,1,0
867,1,0,0,0,1,0
868,0,0,0,0,1,0
869,0,0,1,0,0,0
870,0,1,0,0,0,0
871,1,0,0,0,0,0
872,0,0,0,0,1,0
873,1,0,0,0,0,0
875,0,0,1,0,1,0
876,0,0,1,0,0,0
877,0,0,0,0,1,0
879,1,0,0,0,0,0
880,1,0,0,1,1,0
882,1,1,0,0,1,0
883,0,0,0,1,1,0
884,0,0,0,1,1,0
885,0,0,0,0,1,0
886,1,0,0,1,0,0
887,0,0,1,0,1,0
888,0,0,1,1,1,0
889,0,0,1,0,0,0
891,0,0,0,0,1,0
892,0,0,0,0,0,1
893,0,0,0,0,0,1
894,0,0,0,0,1,0
895,0,0,0,0,1,0
896,1,1,1,0,0,0
897,0,0,0,0,1,0
898,1,0,0,0,1,0
899,0,0,0,1,0,0
900,0,0,1,0,0,0
901,0,1,1,0,0,0
902,1,0,0,1,0,0
903,1,1,0,0,1,0
904,1,0,1,0,0,0
905,0,0,0,0,1,0
906,1,0,0,1,0,0
907,0,0,1,0,1,0
908,0,0,0,1,1,0
909,0,0,1,0,0,0
910,0,0,0,0,1,0
911,0,0,1,0,1,0
912,0,0,0,1,1,0
913,0,0,1,0,1,0
914,0,1,0,0,1,0
915,0,1,0,0,0,0
916,0,0,1,0,1,0
917,1,0,0,0,1,0
918,0,0,0,1,0,0
919,0,0,0,0,1,0
920,0,0,0,0,1,0
921,1,0,1,0,0,0
923,1,1,0,0,0,0
924,1,0,0,1,0,0
925,0,0,1,0,0,0
926,1,0,0,0,0,0
927,0,0,0,0,1,0
928,1,0,1,0,1,0
929,0,0,0,1,1,0
930,0,0,0,0,0,1
931,1,1,0,0,0,0
932,1,0,0,1,1,0
933,0,0,0,0,1,0
934,0,0,0,0,1,0
935,0,0,0,0,1,0
936,0,0,0,0,1,0
937,0,0,0,0,1,0
938,0,0,0,0,1,0
939,1,1,0,0,1,0
940,0,0,0,0,1,0
941,1,0,0,0,1,0
942,1,0,0,1,1,0
943,0,0,1,0,1,0
944,1,1,1,0,0,0
945,0,0,0,0,0,1
946,0,0,0,0,1,0
947,0,0,0,0,1,0
949,0,0,1,0,0,0
950,0,0,0,0,1,0
951,0,0,0,1,1,0
952,0,0,0,0,1,0
953,1,0,0,0,1,0
954,0,0,0,0,1,0
955,0,0,1,0,1,0
956,0,0,0,1,0,0
957,0,1,0,0,1,0
958,1,0,0,0,0,0
959,0,0,0,1,1,0
960,0,0,1,0,1,0
961,0,0,0,1,0,0
962,0,0,0,0,1,0
963,0,0,1,0,0,0
964,0,0,0,1,1,0
965,0,0,0,0,1,0
966,0,0,0,0,1,0
967,0,0,0,0,1,0
968,1,0,0,1,1,0
969,1,0,1,0,0,0
970,0,0,1,0,1,0
971,0,0,1,1,1,0
972,1,0,0,0,0,0
973,1,0,0,0,1,0
974,0,0,0,0,0,1
975,0,0,0,0,0,1
976,0,0,0,1,0,0
977,0,0,1,1,1,0
978,1,0,0,1,0,0
979,0,0,0,0,1,0
980,0,0,0,0,0,1
981,0,0,0,0,0,1
982,0,0,0,0,1,0
983,0,0,0,1,0,0
984,0,0,1,0,1,0
985,0,0,0,0,1,0
986,0,0,1,0,1,0
987,0,0,0,0,0,1
988,1,0,1,1,0,0
989,0,0,1,0,0,0
990,1,0,0,1,0,0
991,0,0,1,0,0,0
992,1,0,0,1,0,0
993,1,0,0,1,0,0
994,1,0,0,1,1,0
995,0,1,0,0,1,0
996,0,0,0,1,1,0
997,0,1,1,0,0,0
998,0,0,0,0,1,0
999,0,1,0,0,1,0
1000,0,0,1,1,1,0
1001,0,0,1,0,1,0
1002,0,0,0,1,1,0
1003,0,0,0,1,1,0
1005,0,0,0,0,1,0
1006,0,0,1,0,1,0
1007,0,0,1,0,1,0
1008,0,0,0,0,1,0
1009,0,0,0,0,1,0
1010,0,0,1,0,0,0
1011,0,0,1,0,1,0
1012,0,0,1,1,0,0
1013,1,0,0,0,1,0
1014,0,0,0,1,0,0
1015,0,0,1,0,1,0
1016,0,0,0,0,1,0
1017,0,0,0,0,1,0
1018,1,0,0,0,0,0
1019,0,0,1,0,0,0
1020,0,0,0,0,1,0
1021,0,0,0,0,0,1
1022,1,1,0,0,0,0
1023,0,0,0,1,1,0
1024,1,0,0,0,1,0
1025,0,0,1,1,0,0
1026,0,0,1,0,0,0
1028,0,0,1,0,0,0
1029,0,0,1,0,0,0
1030,0,0,0,1,1,0
1031,0,0,0,1,1,0
1032,0,0,0,0,1,0
1033,0,1,1,0,0,0
1034,0,0,0,0,1,0
1035,1,0,1,1,0,0
1036,0,0,1,0,1,0
1037,1,0,0,0,1,0
1038,0,0,0,1,0,0
1039,0,0,0,0,0,1
1040,0,0,0,0,1,0
1041,0,0,0,1,1,0
1042,0,0,0,1,1,0
